prep_canonical_smiles,chembl_cmpd_id,assay_id,rdkitNonIsoCanonSmi,canonical_smiles,doc_id,pubmed_id,journal,year,volume,first_page,standard_value,standard_units,standard_type,activity_comment,tid,pref_name,Protein class,Cliff value,Chiral cliff,unambiguous cliff,Protein class (prep)
CC(Nc1ccc(F)cc1)c2cc(cc3C(=O)C=C(Oc23)N4CCO[C@@H](C)C4)C(=O)N(C)C,"('CHEMBL3656450', 'CHEMBL3656447')",1527619,CC1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(C(C)Nc4ccc(F)cc4)c3o2)CCO1,"('CC(Nc1ccc(F)cc1)c2cc(cc3C(=O)C=C(Oc23)N4CCO[C@@H](C)C4)C(=O)N(C)C', 'CC(Nc1ccc(F)cc1)c2cc(cc3C(=O)C=C(Oc23)N4CCO[C@H](C)C4)C(=O)N(C)C')",94317,"(nan, nan)",,2014.0,,,"(Decimal('64'), Decimal('5'))",nM,IC50,,12576,PI3-kinase p110-beta subunit,other enzymes,1.10720996965,cliff,1,other enzymes
CC(O)[C@@H](C)N1CCC(CC1)c2cc(c3ccncc3)c([nH]2)c4ccc(F)cc4,"('CHEMBL196588', 'CHEMBL371157')",321320,CC(O)C(C)N1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,"('CC(O)[C@@H](C)N1CCC(CC1)c2cc(c3ccncc3)c([nH]2)c4ccc(F)cc4', 'CC(O)[C@H](C)N1CCC(CC1)c2cc(c3ccncc3)c([nH]2)c4ccc(F)cc4')",30063,16087336.0,Bioorg. Med. Chem. Lett.,2005.0,15,4570,"(Decimal('0.94'), Decimal('0.86'))",nM,IC50,,20158,cGMP-dependent protein kinase,kinase,0.0386294023561,no cliff,1,kinase
CC(O)[C@@H](CO)N1CCC(CC1)c2cc(c3ccncc3)c([nH]2)c4ccc(F)cc4,"('CHEMBL372083', 'CHEMBL194505')",321320,CC(O)C(CO)N1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,"('CC(O)[C@@H](CO)N1CCC(CC1)c2cc(c3ccncc3)c([nH]2)c4ccc(F)cc4', 'CC(O)[C@H](CO)N1CCC(CC1)c2cc(c3ccncc3)c([nH]2)c4ccc(F)cc4')",30063,16087336.0,Bioorg. Med. Chem. Lett.,2005.0,15,4570,"(Decimal('1.01'), Decimal('0.82'))",nM,IC50,,20158,cGMP-dependent protein kinase,kinase,0.0905075213989,no cliff,1,kinase
CC(OCc1cccc(c1)c2cc(NC(=O)[C@@H]3CNC(=O)C3)nn2c4ccccc4)(C(F)(F)F)C(F)(F)F,"('CHEMBL3690983', 'CHEMBL3639898')",1528086,CC(OCc1cccc(-c2cc(NC(=O)C3CNC(=O)C3)nn2-c2ccccc2)c1)(C(F)(F)F)C(F)(F)F,"('CC(OCc1cccc(c1)c2cc(NC(=O)[C@@H]3CNC(=O)C3)nn2c4ccccc4)(C(F)(F)F)C(F)(F)F', 'CC(OCc1cccc(c1)c2cc(NC(=O)[C@H]3CNC(=O)C3)nn2c4ccccc4)(C(F)(F)F)C(F)(F)F')",94550,"(nan, nan)",,2014.0,,,"(Decimal('16'), Decimal('8.3'))",nM,IC50,,18036,Sodium/glucose cotransporter 1,transporter,0.28504189028,no cliff,1,transporter
CC1(C)C(C(=O)c2cn(C[C@@H]3CCCO3)c4ccccc24)C1(C)C,"('CHEMBL571777', 'CHEMBL583680')","(596087, 596090)",CC1(C)C(C(=O)c2cn(CC3CCCO3)c3ccccc23)C1(C)C,"('CC1(C)C(C(=O)c2cn(C[C@@H]3CCCO3)c4ccccc24)C1(C)C', 'CC1(C)C(C(=O)c2cn(C[C@H]3CCCO3)c4ccccc24)C1(C)C')",49092,19921781.0,J. Med. Chem.,2010.0,53,295,"(((Decimal('3.311'), Decimal('3.3')), (Decimal('3.8'), Decimal('3.802'))), (Decimal('14'), Decimal('11')))",nM,"('Ki', 'EC50')",,259,Cannabinoid CB2 receptor,membrane receptor 7tm,"(0.060660708106120433, 0.10473535052001297)",no cliff,1,membrane receptor 7tm
CC1(C)C2CC[C@@]1(CC(=O)N3CCC4(CC3)C=Cc5ccccc45)C(=O)C2,"('CHEMBL129513', 'CHEMBL2111847')",149059,CC1(C)C2CCC1(CC(=O)N1CCC3(C=Cc4ccccc43)CC1)C(=O)C2,"('CC1(C)C2CC[C@@]1(CC(=O)N3CCC4(CC3)C=Cc5ccccc45)C(=O)C2', 'CC1(C)C2CC[C@]1(CC(=O)N3CCC4(CC3)C=Cc5ccccc45)C(=O)C2')",11503,1331449.0,J. Med. Chem.,1992.0,35,3919,"(Decimal('760'), Decimal('8700'))",nM,IC50,,10549,Oxytocin receptor,membrane receptor 7tm,1.05870566034,cliff,1,membrane receptor 7tm
CC1(C)C2CC[C@@]1(CS(=O)(=O)N3CCC4(CC3)C=Cc5ccccc45)C(=O)C2,"('CHEMBL126962', 'CHEMBL341267')",149059,CC1(C)C2CCC1(CS(=O)(=O)N1CCC3(C=Cc4ccccc43)CC1)C(=O)C2,"('CC1(C)C2CC[C@@]1(CS(=O)(=O)N3CCC4(CC3)C=Cc5ccccc45)C(=O)C2', 'CC1(C)C2CC[C@]1(CS(=O)(=O)N3CCC4(CC3)C=Cc5ccccc45)C(=O)C2')",11503,1331449.0,J. Med. Chem.,1992.0,35,3919,"(Decimal('1800'), Decimal('2400'))",nM,IC50,,10549,Oxytocin receptor,membrane receptor 7tm,0.124938736608,no cliff,1,membrane receptor 7tm
CC1(C)C2CC[C@@]1(CS(=O)(=O)NCCc3ccc(cc3)S(=O)(=O)N)C(=O)C2,"('CHEMBL1683471', 'CHEMBL1683470')","(726761, 726763, 726764)",CC1(C)C2CCC1(CS(=O)(=O)NCCc1ccc(S(N)(=O)=O)cc1)C(=O)C2,"('CC1(C)C2CC[C@@]1(CS(=O)(=O)NCCc3ccc(cc3)S(=O)(=O)N)C(=O)C2', 'CC1(C)C2CC[C@]1(CS(=O)(=O)NCCc3ccc(cc3)S(=O)(=O)N)C(=O)C2')",55737,21300547.0,Bioorg. Med. Chem. Lett.,2011.0,21,1334,"((Decimal('5513'), Decimal('4964')), (Decimal('33.2'), Decimal('64.5')), (Decimal('54.1'), Decimal('36.2')))",nM,Ki,,"(10193, 11042, 11016)","('Carbonic anhydrase I', 'Carbonic anhydrase VA', 'Carbonic anhydrase VB')",other enzymes,"(0.045556219652576856, 0.28842163093123141, 0.17448869457340371)",no cliff,1,other enzymes
CC1(C)C2CC[C@@]1(CS(=O)(=O)NCc3ccc(cc3)S(=O)(=O)N)C(=O)C2,"('CHEMBL1683469', 'CHEMBL1683468')","(726761, 726762, 726763, 726764)",CC1(C)C2CCC1(CS(=O)(=O)NCc1ccc(S(N)(=O)=O)cc1)C(=O)C2,"('CC1(C)C2CC[C@@]1(CS(=O)(=O)NCc3ccc(cc3)S(=O)(=O)N)C(=O)C2', 'CC1(C)C2CC[C@]1(CS(=O)(=O)NCc3ccc(cc3)S(=O)(=O)N)C(=O)C2')",55737,21300547.0,Bioorg. Med. Chem. Lett.,2011.0,21,1334,"((Decimal('1042'), Decimal('920')), (Decimal('2459'), Decimal('1563')), (Decimal('27.5'), Decimal('16.6')), (Decimal('67.3'), Decimal('40.3')))",nM,Ki,,"(10193, 15, 11042, 11016)","('Carbonic anhydrase I', 'Carbonic anhydrase II', 'Carbonic anhydrase VA', 'Carbonic anhydrase VB')",other enzymes,"(0.054079891617950404, 0.19679955071953023, 0.21922460579020753, 0.22271001808286739)",no cliff,1,other enzymes
CC1(C)C2CC[C@@]1(CS(=O)(=O)Nc3ccc(cc3)S(=O)(=O)N)C(=O)C2,"('CHEMBL1683467', 'CHEMBL1683466')","(726762, 726764)",CC1(C)C2CCC1(CS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1)C(=O)C2,"('CC1(C)C2CC[C@@]1(CS(=O)(=O)Nc3ccc(cc3)S(=O)(=O)N)C(=O)C2', 'CC1(C)C2CC[C@]1(CS(=O)(=O)Nc3ccc(cc3)S(=O)(=O)N)C(=O)C2')",55737,21300547.0,Bioorg. Med. Chem. Lett.,2011.0,21,1334,"((Decimal('1165'), Decimal('1207')), (Decimal('30'), Decimal('26.4')))",nM,Ki,,"(15, 11016)","('Carbonic anhydrase II', 'Carbonic anhydrase VB')",other enzymes,"(0.015381344735311444, 0.055517327849831419)",no cliff,1,other enzymes
CC1(C)CC(=C([C@@H]2C3=C(CC(C)(C)CC3=O)Oc4ccccc24)C(=O)C1)O,"('CHEMBL478417', 'CHEMBL508770')","(509554, 509555)",CC1(C)CC(=O)C(C2C3=C(CC(C)(C)CC3=O)Oc3ccccc32)=C(O)C1,"('CC1(C)CC(=C([C@@H]2C3=C(CC(C)(C)CC3=O)Oc4ccccc24)C(=O)C1)O', 'CC1(C)CC(=C([C@H]2C3=C(CC(C)(C)CC3=O)Oc4ccccc24)C(=O)C1)O')",44048,18637668.0,J. Med. Chem.,2008.0,51,4765,"((Decimal('343'), Decimal('14')), (Decimal('1000'), Decimal('34')))",nM,"('Ki', 'IC50')",,11336,Neuropeptide Y receptor type 5,membrane receptor 7tm,"(1.3891660843645326, 1.4685210829577449)",cliff,1,membrane receptor 7tm
CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3Cc4c[nH]c5ccccc45,"('CHEMBL513924', 'CHEMBL514061')","(490899, 490900, 490901, 490902)",CC1(C)CC(=O)c2sc(N3CCOCC3Cc3c[nH]c4ccccc34)nc2C1,"('CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3Cc4c[nH]c5ccccc45', 'CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@H]3Cc4c[nH]c5ccccc45')",44016,18625552.0,Bioorg. Med. Chem. Lett.,2008.0,18,4316,"((Decimal('51'), Decimal('2555')), (Decimal('1157'), Decimal('50000')), (Decimal('35'), Decimal('2525')), (Decimal('49'), Decimal('3506')))",nM,IC50,,"(11362, 12576, 11177, 11939)","('PI3-kinase p110-alpha subunit', 'PI3-kinase p110-beta subunit', 'PI3-kinase p110-delta subunit', 'PI3-kinase p110-gamma subunit')",other enzymes,"(1.6998207283727951, 1.6356366453842692, 1.8581933381044045, 1.8546158317292625)",cliff,1,other enzymes
CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3Cc4ccccc4,"('CHEMBL453232', 'CHEMBL477787')","(490899, 490901, 490902)",CC1(C)CC(=O)c2sc(N3CCOCC3Cc3ccccc3)nc2C1,"('CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3Cc4ccccc4', 'CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@H]3Cc4ccccc4')",44016,18625552.0,Bioorg. Med. Chem. Lett.,2008.0,18,4316,"((Decimal('833'), Decimal('20060')), (Decimal('2124'), Decimal('50000')), (Decimal('2076'), Decimal('50000')))",nM,IC50,,"(11362, 11177, 11939)","('PI3-kinase p110-alpha subunit', 'PI3-kinase p110-delta subunit', 'PI3-kinase p110-gamma subunit')",other enzymes,"(1.3816859272776119, 1.3718154919265875, 1.3817426551595986)",cliff,1,other enzymes
CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3c4ccccc4,"('CHEMBL469059', 'CHEMBL512470')","(490899, 490900, 490901, 490902)",CC1(C)CC(=O)c2sc(N3CCOCC3c3ccccc3)nc2C1,"('CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@@H]3c4ccccc4', 'CC1(C)CC(=O)c2sc(nc2C1)N3CCOC[C@H]3c4ccccc4')",44016,18625552.0,Bioorg. Med. Chem. Lett.,2008.0,18,4316,50000,nM,IC50,,"(11362, 12576, 11177, 11939)","('PI3-kinase p110-alpha subunit', 'PI3-kinase p110-beta subunit', 'PI3-kinase p110-delta subunit', 'PI3-kinase p110-gamma subunit')",other enzymes,0.0,no cliff,1,other enzymes
CC1(C)CC(C1)C(=O)N2CCN(CC2)c3noc(n3)c4cc(F)c(OC[C@@H](O)CO)cc4Cl,"('CHEMBL3344430', 'CHEMBL3344431')","(1436858, 1436859)",CC1(C)CC(C(=O)N2CCN(c3noc(-c4cc(F)c(OCC(O)CO)cc4Cl)n3)CC2)C1,"('CC1(C)CC(C1)C(=O)N2CCN(CC2)c3noc(n3)c4cc(F)c(OC[C@@H](O)CO)cc4Cl', 'CC1(C)CC(C1)C(=O)N2CCN(CC2)c3noc(n3)c4cc(F)c(OC[C@H](O)CO)cc4Cl')",89405,25241927.0,Bioorg. Med. Chem. Lett.,2014.0,24,4807,"((Decimal('1100'), Decimal('1200')), Decimal('10000'))",nM,EC50,,"(11631, 10950)","('Sphingosine 1-phosphate receptor Edg-1', 'Sphingosine 1-phosphate receptor Edg-3')",membrane receptor 7tm,"(0.037788560889399803, 0.0)",no cliff,1,membrane receptor 7tm
CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@@H]6CCCOC6)c(c5)[N+](=O)[O-])c(Oc7cc8cc[nH]c8cc7F)c4,"('CHEMBL3654020', 'CHEMBL3654021')",1528909,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCCOC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1,"('CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@@H]6CCCOC6)c(c5)[N+](=O)[O-])c(Oc7cc8cc[nH]c8cc7F)c4', 'CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CCCOC6)c(c5)[N+](=O)[O-])c(Oc7cc8cc[nH]c8cc7F)c4')",94694,"(nan, nan)",,2015.0,,,"(Decimal('0.083'), Decimal('0.165'))",nM,Ki,,100304,Apoptosis regulator Bcl-2,other ion channels,0.298405851838,no cliff,1,other ion channels
CC1(C)CCC(CC1)NC(=O)[C@@H](CCC(=O)O)NC(=O)CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C(=O)N3CCC4(CCCC4)CC3,"('CHEMBL287564', 'CHEMBL34101')","(47831, 162732)",CC1(C)CCC(NC(=O)C(CCC(=O)O)NC(=O)CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C(=O)N2CCC3(CCCC3)CC2)CC1,"('CC1(C)CCC(CC1)NC(=O)[C@@H](CCC(=O)O)NC(=O)CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C(=O)N3CCC4(CCCC4)CC3', 'CC1(C)CCC(CC1)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C(=O)N3CCC4(CCCC4)CC3')",13344,8568800.0,J. Med. Chem.,1996.0,39,135,"((Decimal('1219'), Decimal('691')), (Decimal('114'), Decimal('70')))",nM,IC50,,11522,Cholecystokinin B receptor,membrane receptor 7tm,"(0.24652565824418352, 0.21180681132221577)",no cliff,1,membrane receptor 7tm
CC1(C)CCC/C/1=C(/C[C@H](N)C(=O)O)\C(=O)O,"('CHEMBL51395', 'CHEMBL54291')",90437,CC1(C)CCCC1=C(CC(N)C(=O)O)C(=O)O,"('CC1(C)CCC/C/1=C(/C[C@H](N)C(=O)O)\\C(=O)O', 'CC1(C)CCC/C/1=C(\\C[C@H](N)C(=O)O)/C(=O)O')",3821,10969973.0,Bioorg. Med. Chem. Lett.,2000.0,10,1807,"(Decimal('236'), Decimal('3620'))",nM,Ki,,12376,Glutamate receptor ionotropic kainate 1,ion channel lgic,1.18579656756,cliff,1,ion channel lgic
CC1(C)CCC[C@@H]1N2C(=O)CC(=O)N(CCc3cccc(Cl)c3)C2=O,"('CHEMBL2381011', 'CHEMBL2381012')","(958172, 958173)",CC1(C)CCCC1N1C(=O)CC(=O)N(CCc2cccc(Cl)c2)C1=O,"('CC1(C)CCC[C@@H]1N2C(=O)CC(=O)N(CCc3cccc(Cl)c3)C2=O', 'CC1(C)CCC[C@H]1N2C(=O)CC(=O)N(CCc3cccc(Cl)c3)C2=O')",73656,23651412.0,J. Med. Chem.,2013.0,56,4786,"((Decimal('3500'), Decimal('4700')), (Decimal('2100'), Decimal('2500')))",nM,IC50,,"(17056, 10515)","('Voltage-gated L-type calcium channel alpha-1C subunit', 'Voltage-gated L-type calcium channel alpha-1D subunit')",ion channel vgc,"(0.12802981358544185, 0.075720713938118356)",no cliff,1,ion channel vgc
CC1(C)CCC[C@@H]1Nc2c(cnn3cccc23)C(=O)N,"('CHEMBL3359910', 'CHEMBL3359908')","(1441071, 1441073)",CC1(C)CCCC1Nc1c(C(N)=O)cnn2cccc12,"('CC1(C)CCC[C@@H]1Nc2c(cnn3cccc23)C(=O)N', 'CC1(C)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N')",89832,25453808.0,Bioorg. Med. Chem. Lett.,2014.0,24,5721,"((Decimal('66'), Decimal('5')), (Decimal('130'), Decimal('8')))",nM,IC50,,"(10849, 12694)","('Tyrosine-protein kinase JAK3', 'Tyrosine-protein kinase TYK2')",kinase,"(1.1205739312058498, 1.2108533653148932)",cliff,1,kinase
CC1(C)COC(=O)Nc2cccc(CNC(=O)[C@@H](Nc3ccc4c(N)nccc4c3)c5ccc1cc5)c2,"('CHEMBL3809344', 'CHEMBL3809909')","(1578578, 1578579, 1578580, 1578582)",CC1(C)COC(=O)Nc2cccc(c2)CNC(=O)C(Nc2ccc3c(N)nccc3c2)c2ccc1cc2,"('CC1(C)COC(=O)Nc2cccc(CNC(=O)[C@@H](Nc3ccc4c(N)nccc4c3)c5ccc1cc5)c2', 'CC1(C)COC(=O)Nc2cccc(CNC(=O)[C@H](Nc3ccc4c(N)nccc4c3)c5ccc1cc5)c2')",99343,27015008.0,J. Med. Chem.,2016.0,59,4007,"(Decimal('13300'), Decimal('14200'), Decimal('11500'), (Decimal('31'), Decimal('25')))",nM,Ki,,"(194, 11287, 11, 13005)","('Coagulation factor X', 'Coagulation factor XI', 'Thrombin', 'Kallikrein 1')",protease,"(0.0, 0.0, 0.0, 0.093421685162235063)",no cliff,1,protease
CC1(C)COC(=O)[C@@H]1Oc2ccc(C#N)c(c2)C(F)(F)F,"('CHEMBL1830769', 'CHEMBL1830770')","(768070, 768071)",CC1(C)COC(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,"('CC1(C)COC(=O)[C@@H]1Oc2ccc(C#N)c(c2)C(F)(F)F', 'CC1(C)COC(=O)[C@H]1Oc2ccc(C#N)c(c2)C(F)(F)F')",58977,21831636.0,Bioorg. Med. Chem. Lett.,2011.0,21,5230,"((Decimal('70'), Decimal('10000')), (Decimal('42'), Decimal('1000')))",nM,IC50,,56,Androgen Receptor,transcription factor,"(2.1549019599857431, 1.3767507096020994)",cliff,1,transcription factor
CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,"('CHEMBL488817', 'CHEMBL488653')",492219,CC1(C)CC(CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,"('CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1', 'CC1(C)C[C@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1')",44462,18540666.0,J. Med. Chem.,2008.0,51,3692,"(Decimal('2900'), Decimal('5010'))",nM,IC50,,165,HERG,ion channel vgc,0.237439727968,no cliff,1,ion channel vgc
CC1(C)C[C@@H](NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl,"('CHEMBL1095211', 'CHEMBL1096845')","(630794, 630795)",CC1(C)CC(NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,"('CC1(C)C[C@@H](NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl', 'CC1(C)C[C@H](NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl')",50972,20423086.0,J. Med. Chem.,2010.0,53,4028,"((Decimal('1.1'), Decimal('480')), (Decimal('56'), Decimal('17000')))",nM,IC50,,"(87, 259)","('Cannabinoid CB1 receptor', 'Cannabinoid CB2 receptor')",membrane receptor 7tm,"(2.6398485522173623, 2.4822608943720734)",cliff,1,membrane receptor 7tm
CC1(C)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4cc(F)ccc4O1,"('CHEMBL3682320', 'CHEMBL3682331')",1528212,CC1(C)CC(NC(=O)Nc2ccc3c(c2)NC(=O)CC3)c2cc(F)ccc2O1,"('CC1(C)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4cc(F)ccc4O1', 'CC1(C)C[C@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4cc(F)ccc4O1')",94729,"(nan, nan)",,2015.0,,,"(Decimal('140'), Decimal('4900'))",nM,IC50,,10260,Vanilloid receptor,ion channel vgc,1.54406804435,cliff,1,ion channel vgc
CC1(C)C[C@@H](NC(=O)Nc2ccc3CN(CCO)C(=O)Nc3c2)c4cc(F)ccc4O1,"('CHEMBL3677349', 'CHEMBL3677355')",1528212,CC1(C)CC(NC(=O)Nc2ccc3c(c2)NC(=O)N(CCO)C3)c2cc(F)ccc2O1,"('CC1(C)C[C@@H](NC(=O)Nc2ccc3CN(CCO)C(=O)Nc3c2)c4cc(F)ccc4O1', 'CC1(C)C[C@H](NC(=O)Nc2ccc3CN(CCO)C(=O)Nc3c2)c4cc(F)ccc4O1')",94729,"(nan, nan)",,2015.0,,,"(Decimal('330'), Decimal('380'))",nM,IC50,,10260,Vanilloid receptor,ion channel vgc,0.0612696567389,no cliff,1,ion channel vgc
CC1(C)C[C@@H](NC(=O)Nc2ccc3OCC(=O)Nc3c2)c4cc(F)ccc4O1,"('CHEMBL3677411', 'CHEMBL3677421')",1528212,CC1(C)CC(NC(=O)Nc2ccc3c(c2)NC(=O)CO3)c2cc(F)ccc2O1,"('CC1(C)C[C@@H](NC(=O)Nc2ccc3OCC(=O)Nc3c2)c4cc(F)ccc4O1', 'CC1(C)C[C@H](NC(=O)Nc2ccc3OCC(=O)Nc3c2)c4cc(F)ccc4O1')",94729,"(nan, nan)",,2015.0,,,"(Decimal('770'), Decimal('38000'))",nM,IC50,,10260,Vanilloid receptor,ion channel vgc,1.69329287144,cliff,1,ion channel vgc
CC1(C)OC[C@@H](COc2ccc3C(=O)c4ccc(Nc5ccc(F)cc5F)cc4CCc3c2)O1,"('CHEMBL2152959', 'CHEMBL2152957')",852265,CC1(C)OCC(COc2ccc3c(c2)CCc2cc(Nc4ccc(F)cc4F)ccc2C3=O)O1,"('CC1(C)OC[C@@H](COc2ccc3C(=O)c4ccc(Nc5ccc(F)cc5F)cc4CCc3c2)O1', 'CC1(C)OC[C@H](COc2ccc3C(=O)c4ccc(Nc5ccc(F)cc5F)cc4CCc3c2)O1')",65405,22676210.0,J. Med. Chem.,2012.0,55,5868,"(Decimal('360'), Decimal('20'))",nM,IC50,,10188,MAP kinase p38 alpha,kinase,1.2552725051,cliff,1,kinase
CC1(C)OC[C@@H](COc2ccc3CCc4cc(Nc5ccc(F)cc5F)ccc4C(=O)c3c2)O1,"('CHEMBL2152945', 'CHEMBL2152943')",852267,CC1(C)OCC(COc2ccc3c(c2)C(=O)c2ccc(Nc4ccc(F)cc4F)cc2CC3)O1,"('CC1(C)OC[C@@H](COc2ccc3CCc4cc(Nc5ccc(F)cc5F)ccc4C(=O)c3c2)O1', 'CC1(C)OC[C@H](COc2ccc3CCc4cc(Nc5ccc(F)cc5F)ccc4C(=O)c3c2)O1')",65405,22676210.0,J. Med. Chem.,2012.0,55,5868,230,nM,IC50,,10188,MAP kinase p38 alpha,kinase,0.0,no cliff,1,kinase
CC1(C)OC[C@@H](COc2ccc3CCc4cc(Nc5ccccc5N)ccc4C(=O)c3c2)O1,"('CHEMBL2152937', 'CHEMBL2152798')",852267,CC1(C)OCC(COc2ccc3c(c2)C(=O)c2ccc(Nc4ccccc4N)cc2CC3)O1,"('CC1(C)OC[C@@H](COc2ccc3CCc4cc(Nc5ccccc5N)ccc4C(=O)c3c2)O1', 'CC1(C)OC[C@H](COc2ccc3CCc4cc(Nc5ccccc5N)ccc4C(=O)c3c2)O1')",65405,22676210.0,J. Med. Chem.,2012.0,55,5868,190,nM,IC50,,10188,MAP kinase p38 alpha,kinase,0.0,no cliff,1,kinase
CC1(C)OC[C@@H](COc2ccc3COc4cc(Nc5ccc(F)cc5F)ccc4C(=O)c3c2)O1,"('CHEMBL3087475', 'CHEMBL3087476')",1275454,CC1(C)OCC(COc2ccc3c(c2)C(=O)c2ccc(Nc4ccc(F)cc4F)cc2OC3)O1,"('CC1(C)OC[C@@H](COc2ccc3COc4cc(Nc5ccc(F)cc5F)ccc4C(=O)c3c2)O1', 'CC1(C)OC[C@H](COc2ccc3COc4cc(Nc5ccc(F)cc5F)ccc4C(=O)c3c2)O1')",75973,24131218.0,J. Med. Chem.,2013.0,56,8561,"(Decimal('1440'), Decimal('1300'))",nM,IC50,,10188,MAP kinase p38 alpha,kinase,0.0444191397884,no cliff,1,kinase
CC1(C)OC[C@@H](COc2cccc3C(=O)c4ccc(Nc5ccc(F)cc5F)cc4OCc23)O1,"('CHEMBL3086107', 'CHEMBL3086108')",1275453,CC1(C)OCC(COc2cccc3c2COc2cc(Nc4ccc(F)cc4F)ccc2C3=O)O1,"('CC1(C)OC[C@@H](COc2cccc3C(=O)c4ccc(Nc5ccc(F)cc5F)cc4OCc23)O1', 'CC1(C)OC[C@H](COc2cccc3C(=O)c4ccc(Nc5ccc(F)cc5F)cc4OCc23)O1')",75973,24131218.0,J. Med. Chem.,2013.0,56,8561,"(Decimal('563'), Decimal('481'))",nM,IC50,,10188,MAP kinase p38 alpha,kinase,0.0683633184775,no cliff,1,kinase
CC1(C)[C@@H](N(C1=O)c2ccc(F)cc2)c3ccc(F)cc3,"('CHEMBL3220593', 'CHEMBL3220592')",1328604,CC1(C)C(=O)N(c2ccc(F)cc2)C1c1ccc(F)cc1,"('CC1(C)[C@@H](N(C1=O)c2ccc(F)cc2)c3ccc(F)cc3', 'CC1(C)[C@H](N(C1=O)c2ccc(F)cc2)c3ccc(F)cc3')",82032,"(nan, nan)",MedChemComm,2014.0,5,57,"(Decimal('280'), Decimal('30000'))",nM,IC50,,11489,11-beta-hydroxysteroid dehydrogenase 1,other enzymes,2.02996322338,cliff,1,other enzymes
CC1(CC1)OC(=O)N2CCC(CC2)[C@@H](F)CNC(=O)Cc3c(F)ccc(F)c3F,"('CHEMBL1684040', 'CHEMBL1683943')",726950,CC1(OC(=O)N2CCC(C(F)CNC(=O)Cc3c(F)ccc(F)c3F)CC2)CC1,"('CC1(CC1)OC(=O)N2CCC(CC2)[C@@H](F)CNC(=O)Cc3c(F)ccc(F)c3F', 'CC1(CC1)OC(=O)N2CCC(CC2)[C@H](F)CNC(=O)Cc3c(F)ccc(F)c3F')",55748,21310611.0,Bioorg. Med. Chem. Lett.,2011.0,21,1306,"(Decimal('1380'), Decimal('80'))",nM,EC50,,101271,Glucose-dependent insulinotropic receptor,membrane receptor 7tm,1.23678909941,cliff,1,membrane receptor 7tm
